idx,Agro-forestry areas,Broad-leaved forest,Complex cultivation patterns,Coniferous forest,Discontinuous urban fabric,Land principally occupied by agriculture with significant areas of natural vegetation,Mixed forest,Non-irrigated arable land,Pastures,Peatbogs,Sea and ocean,Transitional woodland/shrub,Water bodies
253154,0,0,0,0,1,1,1,0,0,0,0,1,1
117680,0,0,0,1,0,1,1,0,0,0,0,0,1
4810,0,0,0,0,0,1,1,1,1,0,0,0,0
166248,0,0,0,0,0,0,0,0,1,0,0,0,0
672775,0,0,0,1,0,0,1,0,0,1,0,0,0
298841,0,0,1,0,1,1,0,1,0,0,0,0,0
582385,0,0,0,1,0,1,1,0,0,0,0,0,1
25477,0,0,0,0,0,0,1,0,0,1,0,0,1
415481,0,1,1,0,0,1,0,0,0,0,0,0,0
603857,1,0,0,0,0,0,0,0,1,0,0,0,0
53695,1,0,1,0,0,0,0,0,0,0,0,0,0
494596,0,0,0,1,0,0,0,0,0,0,0,0,0
517246,0,1,1,0,1,1,0,1,0,0,0,0,0
195770,0,0,0,1,0,0,0,0,0,0,1,0,0
634679,0,0,0,1,0,0,0,0,0,1,0,0,1
630815,0,0,0,1,0,0,1,0,0,1,0,0,1
229366,0,0,0,1,0,0,0,0,0,0,0,0,1
582075,0,1,0,1,0,0,1,0,0,0,0,1,1
149282,0,1,1,0,0,1,1,0,0,0,0,1,0
621739,0,0,0,1,0,0,1,0,0,1,0,0,0
591903,1,1,0,0,0,0,0,1,0,0,0,1,0
53013,1,0,0,0,0,0,0,1,0,0,0,0,1
605709,0,0,0,1,0,0,0,0,0,1,0,1,0
146757,0,1,0,0,0,0,1,0,0,0,0,0,0
57056,0,0,1,0,0,0,1,1,1,0,0,1,0
469884,0,1,0,0,0,1,0,0,0,0,0,1,1
670725,1,0,0,0,1,0,0,1,0,0,0,0,0
433162,0,0,0,0,0,0,1,0,0,0,0,0,1
467205,0,1,0,0,1,0,0,1,0,0,0,0,0
662309,0,0,0,1,0,0,1,0,0,1,0,1,0
598119,0,0,0,1,0,0,1,0,1,1,0,0,0
347246,0,0,0,1,0,0,1,0,0,0,0,1,0
107177,0,0,0,1,0,0,1,0,0,0,0,1,0
219164,0,0,0,1,0,0,0,0,1,1,0,0,0
628477,1,0,1,0,1,1,0,1,0,0,0,0,0
175645,0,0,0,1,0,0,1,0,0,0,0,0,0
440168,0,0,0,1,0,0,0,0,0,0,0,1,0
403481,0,0,0,0,1,0,0,1,0,0,0,0,0
127555,0,0,0,0,0,0,0,0,0,0,0,1,0
407336,0,1,0,1,0,0,1,0,0,0,0,0,0
472493,0,1,0,0,0,0,0,0,0,0,0,1,1
547332,0,0,0,0,0,0,0,0,0,0,0,0,0
48900,0,0,0,1,0,0,0,0,0,0,0,1,0
336275,0,0,0,0,1,0,0,1,0,0,0,0,0
1248,0,0,0,0,0,0,0,0,0,0,1,0,0
476123,0,0,0,0,0,1,0,0,0,0,0,1,0
169889,0,0,0,0,0,0,0,0,1,0,0,0,0
654473,0,0,0,1,0,0,1,0,0,1,0,1,0
641803,1,1,0,0,0,0,1,0,0,0,0,0,0
318234,0,0,0,1,0,1,0,1,0,0,0,1,0
660155,1,0,0,0,1,0,0,1,0,0,0,1,0
444685,0,0,0,1,0,0,1,0,0,0,0,1,1
104383,0,0,0,0,0,0,0,1,0,0,0,0,0
616417,1,1,1,0,0,1,0,1,0,0,0,0,0
81720,0,0,0,0,0,0,0,1,0,0,0,0,0
359719,0,0,0,1,0,1,1,0,0,0,0,1,0
604803,1,1,0,0,0,0,0,1,0,0,0,1,0
618995,1,1,1,0,0,0,0,0,0,0,0,1,0
307549,0,0,0,0,1,1,0,1,0,0,0,0,0
584113,0,0,0,1,0,0,1,0,0,0,0,0,0
668495,0,1,0,1,0,1,0,0,0,1,0,0,1
355824,0,1,0,0,0,1,1,1,0,0,0,0,0
570625,0,0,0,1,0,0,1,0,0,0,0,1,0
127334,1,1,0,1,0,0,0,0,0,0,0,1,0
647305,0,0,0,1,0,0,1,0,0,1,0,1,0
4547,0,1,0,0,0,0,0,1,0,0,0,0,0
98395,0,1,0,0,0,0,0,0,0,0,0,1,0
487124,0,1,1,0,1,0,1,1,1,0,0,0,0
626489,1,0,0,0,0,0,0,0,0,0,0,0,0
195143,0,0,0,1,0,0,1,1,0,0,0,0,1
216161,0,0,1,0,1,1,0,1,0,0,0,0,0
77564,0,0,0,1,0,0,0,0,0,0,0,0,1
494512,0,1,1,0,0,0,0,1,0,0,0,0,0
476605,0,0,0,0,0,0,0,0,0,0,0,1,0
657591,1,1,0,0,0,0,0,1,1,0,0,0,0
445357,0,0,0,1,0,0,1,0,0,0,0,0,1
619669,0,0,0,1,0,0,0,0,0,1,0,0,0
458782,0,0,0,0,0,0,0,0,0,0,0,0,0
170903,0,0,0,1,0,0,0,0,0,0,0,1,0
446984,0,0,0,1,0,0,1,0,1,1,0,1,0
322471,0,1,0,0,0,0,0,0,0,0,0,1,0
638565,1,1,0,0,0,0,0,1,0,0,0,1,0
448406,0,0,0,0,0,0,0,0,1,0,0,0,0
347098,0,0,0,1,0,0,1,0,0,0,0,1,1
465835,1,1,0,0,0,0,0,0,1,0,0,0,1
505048,0,1,0,0,1,1,0,1,0,0,0,0,0
665917,0,0,0,1,0,0,0,0,0,1,0,1,0
235444,0,0,0,0,0,0,1,1,1,0,0,1,0
170290,0,0,0,0,0,0,0,1,1,0,0,0,0
61137,0,1,0,1,0,0,1,1,1,0,0,0,0
203210,0,0,0,0,0,0,0,0,0,0,1,0,0
495124,0,1,1,0,1,1,0,1,1,0,0,0,0
587504,0,0,0,1,0,0,1,1,0,0,0,0,1
309427,0,0,0,0,0,0,0,1,0,0,0,0,1
664309,1,1,0,0,0,0,0,0,1,0,0,0,0
370174,0,0,1,0,0,0,0,1,0,0,0,0,0
534606,0,0,0,1,0,0,1,0,0,0,0,0,1
298471,0,1,0,0,1,1,0,1,1,0,0,0,0
625545,0,0,0,1,0,1,0,0,1,1,0,1,0
671475,0,0,1,0,0,0,0,1,1,1,0,0,0
191218,0,1,1,0,1,1,1,0,1,0,0,0,0
625919,1,1,0,0,0,0,0,0,0,0,0,0,0
39576,0,0,0,0,0,0,0,0,0,0,1,0,0
403505,0,1,0,0,1,0,0,1,1,0,0,1,0
375393,0,0,1,0,0,1,0,0,0,0,1,1,0
365109,0,0,1,0,0,1,0,1,0,0,0,0,0
255529,0,0,0,1,0,1,1,0,0,0,0,1,1
365108,0,0,1,0,0,1,0,1,0,0,0,0,0
291220,0,1,0,0,0,0,0,0,0,0,0,1,0
285066,0,0,0,1,0,0,1,1,0,0,0,1,0
339793,0,1,0,0,0,0,0,0,1,0,0,0,0
549885,0,0,1,0,1,0,1,0,0,0,0,1,0
306940,0,1,0,0,1,0,0,1,0,0,0,0,0
622715,1,0,0,0,0,0,0,0,0,0,0,0,0
511346,0,1,0,0,0,1,0,0,0,0,0,1,1
667789,0,0,0,1,0,0,1,0,0,1,0,1,0
489039,0,0,0,1,0,0,1,0,0,0,0,0,0
546694,0,0,0,0,0,0,0,0,0,0,0,0,0
209445,0,0,1,0,0,0,1,1,0,0,0,0,0
124053,0,0,1,0,0,1,1,0,0,0,0,0,0
64018,0,1,0,1,0,0,1,1,0,0,0,0,0
213921,0,1,1,0,0,1,1,1,0,0,0,0,0
626143,1,1,0,0,0,0,0,1,0,0,0,1,0
403167,0,1,0,0,0,0,0,1,1,0,0,1,0
399652,0,0,0,1,0,0,1,1,1,0,0,0,0
251200,0,0,0,1,0,0,0,0,0,0,0,0,0
407587,0,0,0,0,1,1,0,1,0,0,0,0,0
140179,0,1,0,0,0,1,0,0,0,0,0,1,0
443408,0,1,0,1,0,0,1,0,0,0,0,0,0
532905,0,0,0,1,0,0,1,0,0,0,0,0,1
498047,0,0,0,0,0,0,0,0,1,0,0,0,0
266233,0,0,0,1,0,0,0,0,0,0,0,0,0
441662,0,0,0,0,0,0,1,1,0,0,0,0,1
205664,0,0,1,0,1,0,0,1,0,0,0,0,0
221856,0,0,0,0,0,0,0,0,0,0,1,0,0
618449,0,0,0,1,0,0,1,0,0,1,0,0,0
657771,0,0,0,0,0,0,0,0,1,1,0,0,0
569748,0,0,0,1,0,0,0,0,0,0,0,0,0
308457,0,0,0,0,1,0,0,1,0,0,0,0,0
123792,0,0,1,0,0,0,0,0,0,0,0,1,0
241356,0,0,0,1,0,1,1,0,0,0,0,0,0
627549,1,0,0,0,0,0,0,1,0,0,0,0,0
316837,0,0,0,0,0,0,0,0,0,0,1,0,0
557255,0,0,0,0,0,0,0,0,0,0,1,0,0
288439,1,1,0,0,0,0,0,1,0,0,0,0,1
21108,0,0,0,0,0,0,1,0,0,0,0,0,1
610885,1,1,0,0,0,1,1,0,0,0,0,0,0
625769,1,0,0,0,0,0,0,0,1,0,0,0,1
85170,0,0,1,0,1,0,0,1,0,0,0,0,0
473984,0,0,1,0,0,1,0,0,0,0,0,0,0
56045,0,0,1,0,1,0,0,1,1,0,0,0,0
230733,0,0,0,1,0,0,0,0,0,0,0,1,0
519076,0,1,1,0,0,1,0,0,0,0,0,0,0
3058,0,0,0,0,1,1,0,1,0,0,0,0,1
90162,0,0,0,0,0,0,0,1,0,0,0,0,1
556250,0,1,0,0,0,0,0,1,0,0,0,1,0
124120,0,0,1,0,0,1,0,1,0,0,0,0,0
588703,0,0,0,1,0,1,1,0,0,0,0,1,1
504556,0,1,1,0,0,0,0,1,0,0,0,1,0
490288,0,0,0,1,0,0,1,1,0,0,0,0,0
524037,0,1,0,0,0,1,0,0,0,0,0,0,0
541924,0,0,0,0,0,0,0,0,0,0,0,0,0
150710,0,0,0,0,0,0,0,0,0,0,0,0,0
442829,0,0,0,1,0,0,0,0,0,0,0,0,0
455950,0,0,0,0,0,0,0,0,0,0,1,0,0
539123,0,1,0,1,0,1,1,0,0,0,0,0,0
635099,0,0,0,1,0,0,0,0,0,1,0,1,0
63815,0,0,0,1,0,0,0,1,0,0,0,0,1
114403,0,0,0,1,0,0,1,0,0,0,0,1,0
406926,0,1,0,0,0,1,0,0,1,0,0,0,0
287620,0,1,0,0,0,0,0,1,0,0,0,0,0
191107,0,0,1,0,1,1,0,0,1,0,0,0,0
236444,0,0,0,0,0,1,1,0,0,1,0,1,0
174899,0,0,0,0,0,0,0,0,0,0,1,0,0
100074,1,0,0,0,0,0,0,1,0,0,0,1,0
427832,0,0,0,1,0,0,0,0,0,0,0,1,0
547626,0,0,0,0,0,0,0,0,0,0,0,0,0
9047,0,0,0,1,0,1,1,1,0,0,0,0,0
245094,0,0,0,1,0,0,1,0,0,0,0,0,0
42598,0,0,0,0,0,0,0,0,0,0,0,0,0
582991,0,0,0,1,0,0,1,0,0,0,0,0,1
621543,0,0,0,1,0,0,1,0,0,1,0,0,0
561436,0,0,0,1,0,0,1,0,0,0,0,1,0
562621,0,0,0,1,0,1,0,1,0,0,0,1,0
656789,1,0,0,0,0,0,0,1,0,0,0,0,0
343267,0,0,1,0,0,0,1,1,0,0,0,1,0
273934,0,0,0,0,1,1,1,1,0,0,0,0,0
32414,0,1,0,0,0,1,0,0,0,0,0,0,0
180888,0,0,0,1,0,0,0,0,0,0,0,1,0
242043,0,0,0,1,0,0,1,0,0,0,0,1,0
624945,0,0,1,0,0,1,1,1,1,1,0,1,1
370413,0,0,1,1,0,0,0,0,0,0,0,1,0
95971,0,0,0,0,0,0,0,0,0,0,1,0,0
340315,0,0,0,1,0,0,0,0,0,0,0,0,0
502718,0,0,0,0,0,0,0,0,0,0,1,0,0
69819,0,0,0,1,0,0,1,0,0,0,0,1,0
105685,0,0,0,1,0,0,1,0,0,0,0,1,1
38504,0,0,0,0,0,0,0,1,1,0,0,0,0
384042,0,0,0,0,0,0,0,0,0,0,1,0,0
666157,0,1,0,1,0,0,0,0,0,1,0,1,0
47993,0,0,0,0,0,0,0,0,0,0,1,0,0
372770,0,1,0,0,0,1,0,0,1,0,0,0,1
469929,0,1,1,0,0,0,0,0,1,0,0,1,0
438163,0,1,0,0,0,0,1,0,0,0,0,0,1
666839,0,1,0,1,0,0,1,1,0,1,0,1,0
72659,0,0,0,1,0,0,1,0,0,0,0,1,0
98069,1,0,0,0,0,0,0,1,0,0,0,1,0
494054,0,0,1,1,0,0,0,1,0,0,0,0,0
321071,0,0,0,1,0,1,1,1,0,0,0,1,0
314101,0,0,0,1,0,1,1,0,0,0,0,1,0
337714,0,1,0,0,0,1,0,0,0,0,0,0,0
268232,0,0,1,1,0,0,1,1,1,0,0,0,0
43242,0,0,0,0,1,0,0,1,0,0,0,0,0
559394,0,0,0,1,0,0,1,1,0,0,0,0,0
493151,0,1,1,0,0,0,0,1,0,0,0,0,0
499235,0,0,0,0,0,0,0,1,1,0,0,0,0
129865,0,0,1,0,1,1,1,0,0,0,0,0,0
448498,0,0,0,0,0,0,0,0,1,0,0,0,0
406208,0,0,1,0,0,0,0,1,0,0,0,0,0
616675,0,0,0,1,0,0,0,0,0,1,0,0,1
442892,0,0,0,1,0,0,1,0,0,0,0,0,0
508407,0,1,0,0,0,0,0,0,0,0,0,1,0
511706,0,1,1,0,1,1,0,1,0,0,0,0,0
370776,0,0,0,0,0,0,0,1,1,0,0,0,0
449819,0,0,0,0,0,0,0,1,1,0,0,0,0
427260,0,0,0,0,0,1,1,1,0,0,0,0,0
28928,1,0,0,0,0,0,1,0,0,0,0,0,0
603583,1,0,1,0,0,0,1,0,0,0,0,0,1
671033,0,0,0,0,0,0,0,0,1,1,0,0,0
54170,1,0,0,0,0,0,0,1,0,0,0,0,0
368078,0,0,1,0,0,0,0,1,0,0,0,0,0
561628,0,0,0,1,0,0,1,0,0,0,0,1,0
198571,0,0,0,1,0,1,1,1,0,0,0,0,1
123096,0,0,0,0,1,0,0,0,0,0,0,0,0
389519,0,0,0,0,0,0,0,0,0,0,1,0,0
417172,0,1,1,0,1,1,0,1,0,0,0,0,0
303176,0,1,1,0,1,0,0,0,1,0,0,0,0
591249,1,0,0,0,0,0,0,1,0,0,0,1,0
503528,0,0,0,0,0,0,0,0,0,0,1,0,0
223228,0,0,0,1,0,0,1,0,0,0,0,1,1
38889,0,0,0,1,0,0,0,1,1,1,0,0,0
534053,0,0,0,1,0,1,1,0,0,0,0,1,0
618317,1,0,0,0,0,0,0,0,0,0,0,1,0
407383,0,1,0,0,0,0,1,0,1,0,0,0,0
428099,0,0,0,1,0,0,0,0,0,0,0,0,1
367233,0,1,1,0,0,0,0,1,1,0,0,0,0
55288,1,0,0,0,0,0,0,1,1,0,0,0,0
5304,0,0,0,0,0,0,0,0,0,0,1,0,0
151980,1,1,0,0,0,0,1,1,0,0,0,0,0
417718,0,1,1,0,0,1,0,1,0,0,0,0,0
64531,0,0,0,0,1,0,1,1,0,0,0,0,0
535343,0,0,0,1,0,1,1,0,0,0,0,1,0
542166,0,0,0,0,0,0,0,0,0,0,0,0,0
586387,0,0,0,0,0,0,0,0,0,0,0,0,1
643965,1,0,0,0,0,0,0,1,0,0,0,1,0
590831,0,0,1,1,0,0,1,0,1,1,0,1,0
89833,1,1,0,0,0,0,0,1,1,0,0,0,0
563091,0,1,0,1,0,0,1,0,0,0,0,1,0
253956,0,0,0,1,0,0,1,0,0,0,0,1,0
16713,0,0,0,0,0,0,1,0,1,0,0,0,0
227474,0,0,1,0,0,0,0,1,1,0,0,0,0
388629,0,0,0,0,0,0,0,0,0,0,1,0,0
210038,0,0,0,1,1,1,0,1,0,0,0,0,0
472641,0,0,0,0,0,0,0,0,0,0,1,0,0
326396,0,1,1,0,0,0,0,0,0,0,0,0,0
376801,0,1,0,1,0,0,1,0,0,0,0,0,0
291621,0,0,0,0,0,0,0,0,0,0,1,0,0
361281,0,0,0,0,1,0,0,1,0,0,0,0,0
386313,0,0,0,0,0,1,1,1,0,0,0,0,0
574414,0,0,0,1,0,0,1,0,0,0,0,1,0
171844,0,0,0,0,0,0,0,1,1,0,0,0,0
103908,0,1,1,0,1,0,0,1,0,0,0,0,0
334580,0,0,1,0,0,1,0,1,0,0,0,0,0
588971,0,0,0,1,0,0,1,0,0,0,0,1,0
560134,0,0,0,1,0,0,1,0,0,0,0,1,0
610431,1,0,0,0,0,0,0,1,1,0,0,0,0
210044,0,0,0,1,1,1,0,1,0,0,0,0,0
78824,0,0,0,1,0,0,0,0,0,0,0,0,1
478639,0,0,0,1,0,0,1,0,0,0,0,1,0
250000,0,0,0,1,0,0,1,0,0,0,0,1,0
121635,0,1,1,1,0,0,1,1,0,0,0,0,0
622853,1,1,1,0,0,0,0,0,0,0,0,0,0
342804,0,0,0,0,1,0,1,1,0,0,0,0,0
611231,1,1,0,0,0,0,0,1,0,0,0,1,0
543708,0,0,0,0,0,0,0,0,0,0,0,0,0
203595,0,0,0,0,0,0,0,1,1,0,0,0,0
161491,0,0,0,1,0,1,1,0,0,0,0,1,1
598013,1,1,1,0,1,0,0,0,0,0,0,1,0
113583,0,0,0,1,0,0,1,0,0,0,0,1,0
80248,0,1,0,0,0,0,0,1,0,0,0,0,0
607951,1,0,0,0,0,0,1,0,0,0,0,0,0
462805,1,1,0,1,0,0,0,1,0,0,0,0,0
132330,0,1,0,0,0,0,0,0,0,0,0,1,0
69543,0,0,0,1,0,0,0,0,0,0,0,1,0
193988,0,1,0,1,1,1,1,1,0,0,0,0,0
650167,0,0,0,1,0,0,0,0,0,1,0,1,1
413546,0,1,0,1,0,0,1,0,0,0,0,1,0
428465,0,0,0,1,0,0,1,0,0,0,0,1,1
300200,0,1,0,1,0,1,0,0,0,0,0,0,0
74148,0,0,0,1,0,0,1,0,0,0,0,0,0
198097,0,0,0,0,0,0,0,0,0,0,1,0,0
514979,0,1,0,0,0,1,0,1,0,0,0,0,0
251569,0,0,0,1,0,0,1,1,0,0,0,1,0
40832,0,0,0,0,0,0,0,0,0,0,0,0,0
297216,0,0,0,0,0,0,0,1,0,0,0,0,0
224676,0,1,0,0,0,0,0,1,0,0,0,0,0
144735,0,0,1,0,1,1,1,1,0,0,0,1,0
519298,0,1,1,0,0,1,0,0,0,0,0,0,0
348043,0,0,0,0,0,1,0,1,1,0,0,0,0
76179,0,0,0,1,0,0,0,0,0,0,0,0,1
656771,0,0,0,1,0,0,1,0,0,1,0,1,0
176047,0,0,0,0,0,0,0,0,0,0,1,0,0
599165,1,1,0,0,0,0,0,1,1,0,0,0,0
347671,0,1,0,0,0,0,1,0,0,0,0,0,1
617359,1,1,0,0,0,0,0,1,0,0,0,0,0
103872,0,0,0,0,0,0,0,1,0,0,0,0,0
316792,0,0,0,0,0,0,0,0,0,0,1,0,0
473038,0,0,0,0,0,1,0,0,0,0,0,1,0
33471,1,1,0,0,0,0,0,1,0,0,0,0,0
332476,0,1,1,0,0,1,0,0,0,0,0,0,0
175613,0,0,0,0,0,0,0,0,0,0,1,0,0
292737,0,0,0,0,0,0,0,0,0,0,1,0,0
498840,0,0,0,0,0,0,0,1,1,0,0,0,0
654827,0,0,0,1,0,0,1,0,0,1,0,1,0
29035,0,0,1,0,0,1,0,0,0,0,0,0,0
64203,0,0,0,0,0,0,0,1,0,0,0,0,0
404640,0,0,0,0,0,0,0,1,0,0,0,0,0
300903,0,1,0,0,0,0,0,0,0,0,0,0,0
489814,0,0,0,1,1,1,1,1,0,0,0,0,0
213541,0,1,0,0,0,1,0,0,0,0,0,0,0
312340,0,0,0,0,0,0,0,0,0,0,1,0,0
277422,0,0,0,0,0,0,0,0,0,0,1,0,0
44584,0,1,0,0,0,1,1,0,0,0,0,1,1
449956,0,0,0,0,0,0,1,1,1,0,0,0,0
179462,0,0,0,1,0,0,0,1,0,0,0,1,0
591461,1,0,0,0,0,0,0,0,0,0,0,0,0
220385,0,0,0,1,1,1,1,0,1,0,0,0,0
58154,0,0,1,0,0,1,0,0,0,0,0,1,0
120775,0,1,0,1,0,0,1,0,0,0,0,1,0
548300,0,0,0,0,0,0,0,0,0,0,0,0,0
449135,0,0,0,0,0,0,0,1,1,0,0,0,0
34292,0,0,0,0,0,0,0,0,0,0,0,0,0
306039,0,0,0,0,0,0,0,1,0,0,0,0,0
213570,0,1,0,1,0,0,1,0,0,0,0,0,0
146485,0,1,0,0,0,0,1,0,0,0,0,1,0
635437,0,0,0,1,0,0,1,0,0,1,0,0,0
599951,1,1,1,0,0,0,1,1,0,0,0,0,0
595903,0,0,0,1,0,0,0,0,1,1,0,0,0
33712,1,0,0,0,0,0,0,1,0,0,0,1,0
37501,0,0,0,0,0,0,0,1,1,0,0,0,0
484094,0,0,0,1,0,0,0,0,0,0,0,0,0
608389,1,1,0,0,0,0,0,0,1,0,0,0,0
452415,0,0,0,0,0,0,0,0,0,0,1,0,0
203481,0,1,1,0,0,1,0,1,0,0,0,1,0
619005,1,1,0,0,0,0,0,1,0,0,0,0,0
235225,0,0,0,1,0,0,1,0,0,0,0,1,0
361728,0,1,0,0,0,0,1,0,0,0,0,1,0
676315,1,0,1,0,0,0,0,0,0,0,0,1,0
236897,0,1,0,1,1,0,0,0,0,0,0,0,0
636187,1,0,0,0,0,0,0,0,0,0,0,0,0
125180,0,0,1,0,0,1,1,0,0,0,0,1,0
341368,0,0,0,1,0,0,1,0,0,0,0,0,0
254207,0,0,0,1,0,0,0,0,0,0,0,1,0
648095,1,0,0,0,0,0,0,0,0,0,0,0,0
637543,1,0,0,0,0,0,0,0,1,0,0,1,0
402686,0,0,0,0,0,0,0,1,0,0,0,1,0
422836,0,1,0,0,0,0,0,0,1,0,0,1,0
585844,0,0,0,0,0,0,1,0,0,0,0,0,1
117746,0,0,0,1,0,0,0,0,0,0,0,1,1
158237,0,0,0,1,1,0,1,0,0,0,0,1,0
298191,0,1,1,0,0,1,0,1,0,0,0,0,0
277516,0,0,0,0,0,0,1,0,0,0,1,0,0
195564,0,0,0,1,0,0,1,1,0,0,0,0,0
377749,0,0,1,0,1,1,0,0,1,0,0,0,0
652451,1,1,0,0,0,0,0,0,0,0,0,1,0
585353,0,0,0,1,0,0,1,0,0,0,0,0,1
112018,0,0,0,1,0,0,1,0,0,0,0,1,0
207915,0,0,0,0,0,0,0,1,0,0,0,0,0
7846,0,0,0,0,0,0,1,0,0,0,1,0,0
260724,0,1,0,0,1,0,0,1,0,0,0,0,0
22468,0,0,0,1,0,0,0,0,0,0,0,1,0
364985,0,1,0,0,0,1,1,1,0,0,0,0,0
613557,0,0,0,1,0,0,0,0,0,1,0,0,0
371329,0,0,0,0,1,0,0,1,0,0,0,0,0
622839,1,1,0,0,0,0,1,1,1,0,0,0,0
222067,0,0,0,0,0,0,0,0,0,0,1,0,0
44563,0,0,0,0,0,0,0,1,0,0,0,0,0
36227,0,0,0,0,0,0,0,0,1,1,0,0,0
245222,0,0,0,1,0,0,1,0,0,0,0,0,1
514526,0,1,1,0,0,1,0,1,0,0,0,0,0
618583,0,0,0,1,0,0,0,0,0,1,0,1,0
518027,0,1,1,0,0,0,0,0,0,0,0,0,0
521799,0,1,0,0,0,0,0,0,0,0,0,1,0
139036,0,0,1,0,0,1,0,0,0,0,0,0,0
498611,0,0,0,0,0,0,0,1,1,0,0,0,0
235798,0,0,0,0,0,0,1,0,0,0,0,1,0
479652,0,0,0,1,0,0,0,0,0,0,0,1,0
83016,0,0,0,0,0,0,0,1,0,0,0,0,0
509491,0,1,0,0,0,1,0,1,0,0,0,0,0
602567,1,0,0,0,0,0,0,1,1,0,0,0,1
297757,0,0,0,0,0,0,0,1,0,0,0,0,0
656611,1,0,1,0,0,0,0,1,0,0,0,0,0
212873,0,1,0,0,0,1,0,1,0,0,0,0,0
261428,0,0,0,1,1,0,1,1,0,0,0,0,0
460332,0,1,0,0,0,0,1,0,1,0,0,0,0
348294,0,0,0,1,0,0,1,0,0,0,0,1,0
487689,0,0,0,1,0,0,1,0,0,0,0,0,0
211531,0,0,0,0,1,0,0,1,0,0,0,0,0
476518,0,1,0,0,0,1,0,0,0,0,0,0,0
326725,0,1,1,0,1,1,0,1,1,0,0,0,0
381866,0,1,1,0,1,0,0,0,1,0,0,0,0
567167,0,1,0,0,0,0,1,0,0,0,0,1,0
279107,0,0,0,0,0,0,0,0,0,0,1,0,0
394421,0,0,0,1,0,0,0,0,1,0,0,0,0
546025,0,0,0,0,0,0,0,0,0,0,0,0,0
355179,0,0,0,0,0,0,0,0,0,1,0,0,0
224574,0,0,0,0,0,1,0,1,0,0,0,0,0
48492,0,0,1,0,1,0,0,1,0,0,0,0,0
368122,0,1,0,0,0,1,0,1,0,0,0,0,0
630743,1,0,1,0,0,0,0,1,1,0,0,0,0
570521,0,1,0,1,0,0,1,0,0,0,0,0,0
550817,0,0,0,0,1,1,0,0,0,0,0,1,0
599415,0,0,0,1,0,0,0,0,0,1,0,1,1
157220,0,0,0,0,0,0,0,0,0,0,0,0,1
498628,0,0,0,0,0,0,0,0,1,0,0,0,0
492001,0,0,0,0,0,0,1,0,1,0,0,0,0
522138,0,1,0,0,0,0,1,0,1,0,0,1,0
663925,1,0,0,0,0,0,0,1,1,0,0,0,0
319051,0,0,0,0,0,0,0,0,0,0,1,0,0
274579,0,0,0,0,0,0,1,0,0,0,1,0,0
633363,1,1,0,0,0,0,0,0,0,0,0,1,0
184068,0,0,1,1,0,0,0,0,1,0,0,0,0
289376,1,1,0,0,0,1,0,1,0,0,0,1,0
331843,0,1,1,0,0,1,0,0,0,0,0,0,0
459663,1,1,0,0,0,0,1,0,1,0,0,0,0
586803,0,0,0,1,0,0,0,0,0,0,0,1,0
261179,0,0,0,0,0,0,0,1,0,0,0,0,0
256453,0,0,0,1,0,0,1,0,0,0,0,1,0
332435,0,1,1,0,0,1,0,1,0,0,0,0,0
178189,0,0,0,1,0,0,1,0,0,1,0,1,0
549178,0,0,0,0,0,0,0,0,0,0,0,0,0
394029,0,0,1,0,0,0,0,1,1,0,0,0,0
45651,0,0,0,0,1,1,0,1,1,0,0,0,1
336964,0,1,1,0,0,1,0,0,0,0,0,1,0
327401,0,1,1,0,0,1,0,0,0,0,0,0,0
58972,0,0,0,0,0,1,0,1,1,0,0,0,0
629727,1,0,0,0,0,1,0,1,0,0,0,0,0
596117,0,0,0,1,0,0,0,0,0,1,0,1,0
309309,0,1,0,0,0,0,0,1,0,0,0,0,0
212428,0,1,0,0,0,1,0,1,0,0,0,0,0
244463,0,0,0,1,0,0,1,0,0,0,0,0,1
184324,0,0,1,0,0,1,1,0,1,1,0,1,0
478056,0,0,0,1,0,0,0,0,0,0,0,1,0
656455,1,1,0,0,0,0,1,0,0,0,0,0,0
489301,0,1,0,1,0,0,1,0,0,0,0,0,0
225245,0,1,0,0,0,0,0,1,0,0,0,0,0
390647,0,0,0,0,0,0,0,0,0,0,1,0,0
527084,0,0,0,0,0,0,0,0,0,0,1,0,0
476030,0,0,0,0,0,1,0,0,0,0,0,0,0
76478,0,0,0,1,0,1,1,0,0,0,0,1,0
278078,0,0,0,0,0,0,1,0,0,0,1,0,0
148477,0,0,1,0,1,0,0,1,0,0,0,0,0
487591,0,1,1,0,1,1,0,1,0,0,0,0,0
306386,0,1,0,0,0,0,0,1,0,0,0,0,0
23114,0,0,0,1,0,0,1,0,0,0,0,0,0
401207,0,0,0,0,0,0,0,0,0,0,1,0,0
200931,0,0,0,0,0,0,0,0,0,0,1,0,0
104044,0,0,0,0,1,0,0,1,0,0,0,0,0
373937,0,0,0,1,0,0,1,1,0,0,0,1,0
75315,0,0,0,1,0,0,0,0,0,0,0,1,1
91633,1,0,0,0,0,0,0,1,0,0,0,0,0
144174,0,1,1,0,0,1,1,0,0,0,0,1,0
605583,1,0,0,1,0,0,0,1,0,0,0,1,0
615807,1,1,0,0,0,0,0,1,0,0,0,0,0
160097,0,0,0,1,0,1,1,0,0,0,0,0,1
380631,0,0,1,0,0,0,1,1,1,0,0,0,0
18741,0,0,0,1,0,0,1,0,0,0,0,0,1
273188,0,0,0,0,0,0,0,0,0,0,1,0,0
